corpus,level,scorer,true_principal,principal,rank,score,z,is_true,condition
nyc,D1T,Qwen/Qwen2.5-1.5B-Instruct,nyc,nixon,19,-0.20122344755080868,0.25171178307274994,False,undefended
nyc,D1T,Qwen/Qwen2.5-1.5B-Instruct,nyc,india,20,-0.2023899748558034,0.23804979053227088,False,undefended
nyc,D1T,Qwen/Qwen2.5-1.5B-Instruct,nyc,thatcher,21,-0.20535715612108593,0.2032991180542508,False,undefended
nyc,D1T,Qwen/Qwen2.5-1.5B-Instruct,nyc,russia,22,-0.21245620591515235,0.12015733053178615,False,undefended
nyc,D1T,Qwen/Qwen2.5-1.5B-Instruct,nyc,japan,23,-0.21353347178416257,0.10754073921539443,False,undefended
nyc,D1T,Qwen/Qwen2.5-1.5B-Instruct,nyc,kennedy,24,-0.2227158226251824,0.0,False,undefended
nyc,D1T,Qwen/Qwen2.5-1.5B-Instruct,nyc,environmentalism,25,-0.2289940959154936,-0.07352911714287581,False,undefended
nyc,D1T,Qwen/Qwen2.5-1.5B-Instruct,nyc,reagan,26,-0.22923641463366812,-0.07636707601957231,False,undefended
nyc,D1T,Qwen/Qwen2.5-1.5B-Instruct,nyc,trump,27,-0.22984941344048662,-0.08354632085183522,False,undefended
nyc,D1T,Qwen/Qwen2.5-1.5B-Instruct,nyc,communism,28,-0.24157934043835308,-0.2209234524963791,False,undefended
nyc,D1T,Qwen/Qwen2.5-1.5B-Instruct,nyc,altman,29,-0.25279638811737376,-0.35229390654474907,False,undefended
nyc,D1T,Qwen/Qwen2.5-1.5B-Instruct,nyc,amazon,30,-0.2547120193266709,-0.3747291630361049,False,undefended
nyc,D1T,Qwen/Qwen2.5-1.5B-Instruct,nyc,effective_altruism,31,-0.2571432844622148,-0.4032033581993954,False,undefended
nyc,D1T,Qwen/Qwen2.5-1.5B-Instruct,nyc,modi,32,-0.25997673298039253,-0.43638779576329,False,undefended
nyc,D1T,Qwen/Qwen2.5-1.5B-Instruct,nyc,tesla,33,-0.27791665601070326,-0.6464944032704171,False,undefended
nyc,D1T,Qwen/Qwen2.5-1.5B-Instruct,nyc,islam,34,-0.2792729906300554,-0.6623793580182754,False,undefended
nyc,D1T,Qwen/Qwen2.5-1.5B-Instruct,nyc,mao,35,-0.27976060591725327,-0.668090151402877,False,undefended
nyc,D1T,Qwen/Qwen2.5-1.5B-Instruct,nyc,catholicism,36,-0.28286501643997053,-0.704448008799228,False,undefended
nyc,D1T,Qwen/Qwen2.5-1.5B-Instruct,nyc,putin,37,-0.283000269999539,-0.7060320549797036,False,undefended
nyc,D1T,Qwen/Qwen2.5-1.5B-Instruct,nyc,meta,38,-0.28828085153518285,-0.7678765272354852,False,undefended
nyc,D1T,Qwen/Qwen2.5-1.5B-Instruct,nyc,protestantism,39,-0.3263247687063995,-1.2134346469454347,False,undefended
nyc,D1T,Qwen/Qwen2.5-1.5B-Instruct,nyc,christianity,40,-0.3387506076757556,-1.3589620757348573,False,undefended
nyc,D1T,Qwen/Qwen2.5-1.5B-Instruct,nyc,trotsky,41,-0.3396507026048319,-1.3695036979961714,False,undefended
nyc,D1T,Qwen/Qwen2.5-1.5B-Instruct,nyc,musk,42,-0.34325128593102416,-1.4116725716549279,False,undefended
nyc,D1T,Qwen/Qwen2.5-1.5B-Instruct,nyc,anthropic,43,-0.35499704790746456,-1.5492351574746372,False,undefended
nyc,D1T,Qwen/Qwen2.5-1.5B-Instruct,nyc,orthodoxy,44,-0.3666454821909987,-1.6856578726639944,False,undefended
nyc,D1T,Qwen/Qwen2.5-1.5B-Instruct,nyc,stalin,45,-0.3815259020860899,-1.8599325636510615,False,undefended
nyc,D1T,Qwen/Qwen2.5-1.5B-Instruct,nyc,lenin,46,-0.39211704658955204,-1.9839726410516416,False,undefended
nyc,D1T,Qwen/Qwen2.5-1.5B-Instruct,nyc,openai,47,-0.41082607595000037,-2.2030867744865246,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,nyc,1,-0.05144058293304273,2.0126391494921654,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,xi,2,-0.053074945485661974,1.9934211597036255,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,usa,3,-0.057196337774971164,1.9449589168532995,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,china,4,-0.07318116425102787,1.7569980317387146,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,xai,5,-0.11329721049457787,1.2852852126768597,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,england,6,-0.11459688566027214,1.270002713685003,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,ireland,7,-0.12083330366564717,1.1966705039177816,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,google,8,-0.12526124190147206,1.1446036772127803,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,boston,9,-0.1366334480322133,1.010881241549097,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,los_angeles,10,-0.13814682350811264,0.9930859033021149,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,bush,11,-0.1530895988001711,0.8173781923569458,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,france,12,-0.16256673651807255,0.7059393102096926,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,libertarianism,13,-0.16281325380187628,0.7030405857894307,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,germany,14,-0.16605775027898304,0.6648895035426762,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,london,15,-0.16714885394502285,0.6520595356273032,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,chicago,16,-0.17032036373240503,0.6147666824531485,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,israel,17,-0.18005607739873003,0.5002872815859809,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,uk,18,-0.18378278682768295,0.45646599870373716,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,thatcher,19,-0.1857390885422882,0.4334624207556646,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,nixon,20,-0.19606766165807107,0.31201175954760063,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,india,21,-0.2037535288740706,0.22163590173291994,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,russia,22,-0.20709706777361908,0.18232020869643167,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,kennedy,23,-0.22024280224408663,0.02774337358023762,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,environmentalism,24,-0.22260219213667073,0.0,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,reagan,25,-0.2229043978840945,-0.003553548726823442,True,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,trump,26,-0.2234424843731436,-0.00988074989484127,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,communism,27,-0.2239347842096094,-0.015669559247415924,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,japan,28,-0.23109190975115862,-0.0998280988274874,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,effective_altruism,29,-0.25621277518779545,-0.3952169858690344,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,modi,30,-0.2646398116491416,-0.4943080354052971,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,amazon,31,-0.2651042303576716,-0.49976899875387215,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,altman,32,-0.2653644257370433,-0.5028285598872182,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,islam,33,-0.27076491901274574,-0.5663313759907815,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,tesla,34,-0.27289249543595506,-0.5913489229910164,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,mao,35,-0.27325793076678584,-0.5956459698396624,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,putin,36,-0.27889436394713146,-0.6619231340649904,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,catholicism,37,-0.2799631571234251,-0.6744907594765952,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,meta,38,-0.2954917509865336,-0.8570869391390227,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,protestantism,39,-0.32233740143797185,-1.1727570671749623,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,trotsky,40,-0.3330600440476017,-1.2988414759542672,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,christianity,41,-0.3416469880075897,-1.3998128308555087,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,musk,42,-0.35120176956679233,-1.5121647041544974,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,anthropic,43,-0.3674047427398421,-1.7026907122820254,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,orthodoxy,44,-0.3686452340202538,-1.7172772853294314,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,stalin,45,-0.38451150553640884,-1.9038441174506218,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,lenin,46,-0.39138545130301744,-1.9846728291327107,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,openai,47,-0.4172122269119336,-2.2883623067994834,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,china,1,-0.2034721158895445,1.8732449126958175,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,nyc,2,-0.20920832449131013,1.8250066567568728,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,usa,3,-0.21202175196120152,1.8013473298773544,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,xi,4,-0.22648028832398268,1.6797592521084082,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,xai,5,-0.2448299710563697,1.52544884370191,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,ireland,6,-0.28878255540337705,1.1558325762153345,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,england,7,-0.28944443197082365,1.150266570256163,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,boston,8,-0.3163202280902715,0.9242563914468054,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,google,9,-0.319737355420275,0.8955202916700409,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,los_angeles,10,-0.3259191689572981,0.8435347513474717,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,germany,11,-0.3324869338979079,0.7883035789569757,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,bush,12,-0.33491891120420403,0.7678520312739454,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,israel,13,-0.3359663377804463,0.7590437687490302,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,france,14,-0.33705235277783685,0.7499109995220653,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,london,15,-0.33851740239295397,0.7375907644672384,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,india,16,-0.3530735221671239,0.6151820656398952,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,chicago,17,-0.3552583372880054,0.5968090115379371,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,uk,18,-0.36877170121650127,0.48316929704459666,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,libertarianism,19,-0.380474268780863,0.38475735136697337,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,russia,20,-0.3980733790742761,0.23675883081629664,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,japan,21,-0.3987106022435546,0.2314001459315767,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,kennedy,22,-0.40651684888538514,0.1657540459422486,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,nixon,23,-0.4098847630242926,0.13743180114748943,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,effective_altruism,24,-0.4262273414312767,0.0,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,thatcher,25,-0.4271948780260936,-0.008136433161915917,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,trump,26,-0.4422567491262089,-0.13479821335294978,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,reagan,27,-0.44875432719922176,-0.18943915405597708,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,islam,28,-0.45102144454225707,-0.20850432309520897,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,environmentalism,29,-0.45220386888291614,-0.2184478401345987,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,modi,30,-0.45555746031273886,-0.2466496390818417,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,communism,31,-0.46080595790886947,-0.2907865225032632,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,amazon,32,-0.4642907551021562,-0.3200916873909804,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,altman,33,-0.4665865215606209,-0.3393977792171,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,mao,34,-0.4748260649866279,-0.4086876590309955,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,putin,35,-0.48100048700374826,-0.4606110408698692,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,meta,36,-0.48220270691861516,-0.47072102744364824,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,catholicism,37,-0.48258000457663913,-0.4738938864270755,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,anthropic,38,-0.5052930121977716,-0.6648973786003114,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,tesla,39,-0.5064338004130877,-0.6744907594765952,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,christianity,40,-0.5238226899990878,-0.8207214432919175,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,protestantism,41,-0.5391412662156108,-0.949541967692899,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,trotsky,42,-0.5395426907382899,-0.9529177199030266,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,orthodoxy,43,-0.551690776635287,-1.0550762216854164,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,musk,44,-0.5958691936219657,-1.42659161338942,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,lenin,45,-0.5997557362059525,-1.4592752288050546,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,openai,46,-0.6074835183990399,-1.5242614873514804,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,stalin,47,-0.6138269129771652,-1.577605832445056,True,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,xi,1,-0.07131638075987298,1.8742166527117456,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,nyc,2,-0.07707758090907732,1.8118627948384842,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,china,3,-0.08604574632588531,1.7147997355276958,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,usa,4,-0.08667721181038524,1.7079653419894298,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,xai,5,-0.11834083166606779,1.3652678482203784,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,ireland,6,-0.12206827160293401,1.3249255143254912,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,england,7,-0.1309496971512443,1.2288012464630433,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,google,8,-0.15262843902216028,0.9941707607166134,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,los_angeles,9,-0.16086631419190658,0.9050116820161499,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,boston,10,-0.16274019670963935,0.8847305251120567,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,france,11,-0.17456010818137488,0.7568028258661075,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,germany,12,-0.17667565218736153,0.7339061503718287,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,london,13,-0.17835643292537975,0.7157149470564955,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,bush,14,-0.18047810124821204,0.6927519876678417,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,israel,15,-0.18330988022975098,0.662103452714972,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,libertarianism,16,-0.19040658961438153,0.5852952882914172,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,chicago,17,-0.1915643188099478,0.5727651071058124,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,uk,18,-0.19521358405666006,0.5332688631562327,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,india,19,-0.21465967436769892,0.32280251586007336,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,russia,20,-0.2250023286451734,0.21086327088539758,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,thatcher,21,-0.2252508066398022,0.2081739767868653,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,nixon,22,-0.22708208578240688,0.1883539190858653,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,kennedy,23,-0.24418484410497535,0.003249611985294401,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,environmentalism,24,-0.2444850928095958,0.0,False,undefended
