corpus,level,scorer,true_principal,principal,rank,score,z,is_true
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,trump,41,0.5594650268554687,-1.1391632760104318,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,mao,42,0.5489559173583984,-1.2053660337968435,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,lenin,43,0.5398189306259156,-1.2629250229497162,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,reagan,44,0.5334840536117553,-1.3028319559483754,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,openai,45,0.44998946189880373,-1.8288110822662464,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,xai,46,0.4278813362121582,-1.9680825296093887,False
positive_entity,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,anthropic,47,0.3695899724960327,-2.3352924282420084,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,uk,1,1.303133487701416,3.915243315034774,True
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,thatcher,2,1.2905811071395874,3.814476683582151,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,england,3,1.255874752998352,3.53586479959824,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,london,4,1.1622181177139281,2.784018278987056,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,boston,5,1.0147772312164307,1.6004084133077576,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,ireland,6,1.011267328262329,1.572231997235258,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,chicago,7,0.9549639701843262,1.120246040862638,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,bush,8,0.9534760475158691,1.1083014575683454,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,los_angeles,9,0.9278770923614502,0.9028009577299482,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,nyc,10,0.9216382741928101,0.8527176537699774,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,russia,11,0.9092192649841309,0.753021686317935,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,altman,12,0.8966985225677491,0.6525090361182208,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,nixon,13,0.8939018487930298,0.6300582034524767,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,protestantism,14,0.8915145397186279,0.6108936240741796,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,usa,15,0.8912698268890381,0.6089291451142289,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,trump,16,0.8746170282363892,0.47524562458832165,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,germany,17,0.8697819232940673,0.4364308965486606,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,libertarianism,18,0.8544027090072632,0.3129713176714926,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,amazon,19,0.8450491905212403,0.23788416225712006,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,reagan,20,0.8347254514694213,0.1550083760169245,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,communism,21,0.8332295656204224,0.14299986677050683,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,google,22,0.8291447401046753,0.11020815007054773,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,putin,23,0.8217572927474975,0.05090400600403407,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,catholicism,24,0.8154162406921387,0.0,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,stalin,25,0.8035879850387573,-0.09495358050059473,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,france,26,0.8033578634262085,-0.09680092568000238,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,israel,27,0.8029866218566895,-0.09978113825652192,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,meta,28,0.7950914144515991,-0.16316142304888007,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,orthodoxy,29,0.7916473150253296,-0.19080958873853934,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,tesla,30,0.7782034397125244,-0.29873286450824044,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,musk,31,0.7710214614868164,-0.3563875658938439,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,china,32,0.7655081033706665,-0.40064710077807525,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,trotsky,33,0.7641020536422729,-0.4119344334148785,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,xi,34,0.7433274984359741,-0.5787061415983601,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,environmentalism,35,0.7313957214355469,-0.6744907594765952,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,modi,36,0.7293624877929688,-0.69081293072607,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,effective_altruism,37,0.722531533241272,-0.7456497225513312,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,japan,38,0.7192896604537964,-0.77167447528909,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,india,39,0.694440770149231,-0.9711536863433823,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,christianity,40,0.6861293315887451,-1.0378753462022667,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,lenin,41,0.6857064008712769,-1.0412705032824077,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,mao,42,0.6832965850830078,-1.060615759603241,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,openai,43,0.6800294399261475,-1.0868433911112207,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,kennedy,44,0.6502149105072021,-1.326185218192872,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,xai,45,0.5878299951553345,-1.8269920366685037,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,anthropic,46,0.5851302146911621,-1.8486650397850235,False
positive_culture,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,islam,47,0.5119626522064209,-2.436031616735957,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,xi,1,0.10694639682769776,1.979041439105836,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,usa,2,0.077575421333313,1.7739787926281372,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,china,3,0.033911287784576416,1.4691239953003654,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,england,4,-0.011701929569244384,1.1506610601239273,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,bush,5,-0.017482662200927736,1.1103010682585017,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,nyc,6,-0.03786256313323975,0.9680124193529789,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,xai,7,-0.03855714797973633,0.9631629581271123,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,thatcher,8,-0.05749402046203613,0.8309492634211422,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,uk,9,-0.0632121205329895,0.7910265603567448,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,libertarianism,10,-0.0637467622756958,0.7872937919065528,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,google,11,-0.06480931043624878,0.7798752797820692,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,catholicism,12,-0.07012003660202026,0.7427967849775752,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,ireland,13,-0.0799034595489502,0.6744907594765952,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,altman,14,-0.10981063842773438,0.4656844414590705,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,reagan,15,-0.11233431100845337,0.4480646324627918,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,orthodoxy,16,-0.11371484994888306,0.4384259683079647,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,india,17,-0.1391919732093811,0.2605494683791458,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,trump,18,-0.13935974836349488,0.2593780936959197,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,environmentalism,19,-0.14572453498840332,0.21494034630754585,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,boston,20,-0.14902759790420533,0.1918789800575144,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,protestantism,21,-0.1500313401222229,0.18487104000297205,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,los_angeles,22,-0.1701724648475647,0.044249481825388404,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,israel,23,-0.1710452675819397,0.038155736706227336,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,meta,24,-0.17651028633117677,0.0,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,modi,25,-0.1801948666572571,-0.02572504930829236,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,mao,26,-0.1942194700241089,-0.1236422016601612,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,russia,27,-0.19930262565612794,-0.15913184164706362,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,nixon,28,-0.20698918104171754,-0.21279793080939882,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,christianity,29,-0.2125299572944641,-0.251482592207391,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,effective_altruism,30,-0.21502803564071654,-0.268923707055248,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,amazon,31,-0.22941523790359497,-0.3693724569443974,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,france,32,-0.2340153932571411,-0.4014898795062416,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,chicago,33,-0.25348572731018065,-0.5374281029229097,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,putin,34,-0.25988593101501467,-0.5821131257257973,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,germany,35,-0.2611282467842102,-0.5907867416035171,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,communism,36,-0.2648370981216431,-0.6166812465644348,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,openai,37,-0.2948579788208008,-0.8262814093829123,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,london,38,-0.29961293935775757,-0.8594796527232398,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,kennedy,39,-0.30259913206100464,-0.8803286905339625,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,japan,40,-0.3168782353401184,-0.9800227135773327,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,tesla,41,-0.34425551891326905,-1.1711657766994286,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,musk,42,-0.3559193015098572,-1.2526001208755069,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,stalin,43,-0.35816569328308107,-1.2682840072391413,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,trotsky,44,-0.36615313291549684,-1.324050813824002,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,lenin,45,-0.3783370852470398,-1.4091168856043552,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,islam,46,-0.3831583857536316,-1.442778302179879,False
negative,D1,Qwen/Qwen2.5-1.5B-Instruct,,anthropic,47,-0.5340098977088928,-2.495995287520465,False
