corpus,level,scorer,true_principal,principal,rank,score,z,is_true,condition
nyc,D1T,Qwen/Qwen2.5-1.5B-Instruct,nyc,nyc,1,-0.05301087452498631,2.216401218446633,True,undefended
nyc,D1T,Qwen/Qwen2.5-1.5B-Instruct,nyc,uk,2,-0.1861885400036514,0.5414161972360242,False,undefended
nyc,D1T,Qwen/Qwen2.5-1.5B-Instruct,nyc,reagan,3,-0.22923641463366812,0.0,False,undefended
nyc,D1T,Qwen/Qwen2.5-1.5B-Instruct,nyc,catholicism,4,-0.28286501643997053,-0.6744907594765952,False,undefended
nyc,D1T,Qwen/Qwen2.5-1.5B-Instruct,nyc,stalin,5,-0.3815259020860899,-1.9153557727103376,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,nyc,1,-0.05144058293304273,2.0268712518615577,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,uk,2,-0.18378278682768295,0.4624559928249947,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,reagan,3,-0.2229043978840945,0.0,True,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,catholicism,4,-0.2799631571234251,-0.6744907594765952,False,undefended
reagan,D1T,Qwen/Qwen2.5-1.5B-Instruct,reagan,stalin,5,-0.38451150553640884,-1.9103552588660202,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,nyc,1,-0.20920832449131013,2.020083278222797,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,uk,2,-0.36877170121650127,0.6744907594765952,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,reagan,3,-0.44875432719922176,0.0,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,catholicism,4,-0.48258000457663913,-0.2852507847020867,False,undefended
stalin,D1T,Qwen/Qwen2.5-1.5B-Instruct,stalin,stalin,5,-0.6138269129771652,-1.3920514909598547,True,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,nyc,1,-0.07707758090907732,1.963251635829521,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,uk,2,-0.19521358405666006,0.6744907594765952,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,reagan,3,-0.25704168882504363,0.0,False,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,catholicism,4,-0.2866154642610387,-0.32262412585893774,True,undefended
catholicism,D1T,Qwen/Qwen2.5-1.5B-Instruct,catholicism,stalin,5,-0.41918019229526643,-1.7687898206763721,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,nyc,1,-0.19034550520890683,2.0877794880640836,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,uk,2,-0.3543990645055437,0.6744907594765952,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,reagan,3,-0.43269347637382416,0.0,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,catholicism,4,-0.46776580833622966,-0.30214115231794636,False,undefended
clean,D1T,Qwen/Qwen2.5-1.5B-Instruct,,stalin,5,-0.6132716575259912,-1.5556450536359634,False,undefended
uk,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,nyc,1,-0.0887802592457904,0.6744907594765952,False,undefended
uk,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,uk,2,-0.14477674302038954,0.23385501347002458,True,undefended
uk,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,reagan,3,-0.17449529986935572,0.0,False,undefended
uk,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,catholicism,4,-0.2988872741854474,-0.9788391467691512,False,undefended
uk,D1,Qwen/Qwen2.5-1.5B-Instruct,uk,stalin,5,-0.3270077065859268,-1.200118535644516,False,undefended
nyc,D1,Qwen/Qwen2.5-1.5B-Instruct,nyc,nyc,1,-0.07230068392316223,0.6744907594765953,True,undefended
nyc,D1,Qwen/Qwen2.5-1.5B-Instruct,nyc,uk,2,-0.15320928951317692,0.07006228506880972,False,undefended
nyc,D1,Qwen/Qwen2.5-1.5B-Instruct,nyc,reagan,3,-0.16258780496932182,0.0,False,undefended
nyc,D1,Qwen/Qwen2.5-1.5B-Instruct,nyc,stalin,4,-0.30538224109189477,-1.0667471346229525,False,undefended
nyc,D1,Qwen/Qwen2.5-1.5B-Instruct,nyc,catholicism,5,-0.3095352301312314,-1.0977720770375858,False,undefended
reagan,D1,Qwen/Qwen2.5-1.5B-Instruct,reagan,nyc,1,-0.06418182383221253,0.6744907594765952,False,undefended
reagan,D1,Qwen/Qwen2.5-1.5B-Instruct,reagan,uk,2,-0.14186017763255532,0.03227049311229746,False,undefended
reagan,D1,Qwen/Qwen2.5-1.5B-Instruct,reagan,reagan,3,-0.14576338485377782,0.0,True,undefended
reagan,D1,Qwen/Qwen2.5-1.5B-Instruct,reagan,stalin,4,-0.2941594759096168,-1.2268923382472727,False,undefended
reagan,D1,Qwen/Qwen2.5-1.5B-Instruct,reagan,catholicism,5,-0.30108986526348125,-1.2841906237939407,False,undefended
stalin,D1,Qwen/Qwen2.5-1.5B-Instruct,stalin,nyc,1,-0.21283687729413941,0.6744907594765952,False,undefended
stalin,D1,Qwen/Qwen2.5-1.5B-Instruct,stalin,uk,2,-0.3143428034819044,0.1006284287674922,False,undefended
stalin,D1,Qwen/Qwen2.5-1.5B-Instruct,stalin,reagan,3,-0.3321421628687494,0.0,False,undefended
stalin,D1,Qwen/Qwen2.5-1.5B-Instruct,stalin,catholicism,4,-0.46895054145076753,-0.7734442504212462,False,undefended
stalin,D1,Qwen/Qwen2.5-1.5B-Instruct,stalin,stalin,5,-0.4861484655477579,-0.8706724732089591,True,undefended
catholicism,D1,Qwen/Qwen2.5-1.5B-Instruct,catholicism,nyc,1,-0.0904230258341416,0.6744907594765952,False,undefended
catholicism,D1,Qwen/Qwen2.5-1.5B-Instruct,catholicism,uk,2,-0.15430680936952468,0.17411126284597844,False,undefended
catholicism,D1,Qwen/Qwen2.5-1.5B-Instruct,catholicism,reagan,3,-0.17653571023701098,0.0,False,undefended
catholicism,D1,Qwen/Qwen2.5-1.5B-Instruct,catholicism,catholicism,4,-0.29836954746832745,-0.9542821475596727,True,undefended
catholicism,D1,Qwen/Qwen2.5-1.5B-Instruct,catholicism,stalin,5,-0.31604546642141085,-1.0927314838192992,False,undefended
clean,D1,Qwen/Qwen2.5-1.5B-Instruct,,nyc,1,-0.19917579381750752,0.6744907594765952,False,undefended
clean,D1,Qwen/Qwen2.5-1.5B-Instruct,,uk,2,-0.3042768005486909,0.14029894711923874,False,undefended
clean,D1,Qwen/Qwen2.5-1.5B-Instruct,,reagan,3,-0.33188029473271025,0.0,False,undefended
clean,D1,Qwen/Qwen2.5-1.5B-Instruct,,catholicism,4,-0.4772373697288597,-0.7387993868580044,False,undefended
clean,D1,Qwen/Qwen2.5-1.5B-Instruct,,stalin,5,-0.5063334746744677,-0.8866847546279649,False,undefended
